"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2015","Brandon Crawford","Giants","143","507","561","130","72","33","4","21","65","84","39","9","119","11","4","0","18","6","4",".256","7.0 %","21.2 %","0.33",".321",".462",".782",".205",".294","71","8.3",".332","4.5","113","-0.6","1.5","-2.1","101","87","88","105","33.2 %","51.3 %","15.6 %","22.7 %","37.5 %","39.8 %","16.2 %","5343"
"2018","Trea Turner","Nationals","162","664","740","180","128","27","6","19","103","73","69","3","132","5","0","2","7","43","9",".271","9.3 %","17.8 %","0.52",".344",".416",".760",".145",".314","96","10.0",".331","6.8","105","4.5","2.7","1.2","95","104","82","113","31.5 %","49.8 %","18.7 %","21.5 %","35.4 %","43.1 %","11.0 %","16252"
"2019","Chris Taylor","Dodgers","124","366","414","96","51","29","4","12","52","52","37","3","115","4","5","2","6","8","0",".262","8.9 %","27.8 %","0.32",".333",".462",".794",".199",".344","56","4.0",".331","6.4","107","1.4","0.5","0.6","98","101","126","89","38.0 %","48.1 %","14.0 %","32.2 %","33.0 %","34.9 %","13.6 %","13757"
"2016","Jose Peraza","Reds","72","241","256","78","65","8","2","3","25","25","7","0","33","5","3","0","3","21","10",".324","2.7 %","12.9 %","0.21",".352",".411",".762",".087",".361","33","2.7",".331","5.9","102","-0.1","0.7","0.3","85","32","130","97","21.3 %","59.2 %","19.4 %","28.4 %","40.3 %","31.3 %","5.0 %","13593"
"2017","Johan Camargo","Braves","82","241","256","72","45","21","2","4","30","27","12","2","51","0","1","2","5","0","0",".299","4.7 %","19.9 %","0.24",".331",".452",".783",".154",".364","33","2.1",".330","3.0","100","-0.1","0.5","0.1","88","52","105","108","28.5 %","51.3 %","20.2 %","24.4 %","38.9 %","36.8 %","6.8 %","14950"
"2014","Ian Desmond","Nationals","154","593","648","151","98","26","3","24","73","91","46","0","183","6","3","0","17","24","5",".255","7.1 %","28.2 %","0.25",".313",".430",".743",".175",".326","79","9.2",".329","5.5","108","2.3","1.8","-0.4","94","91","85","112","32.5 %","51.6 %","16.0 %","30.0 %","33.4 %","36.6 %","18.2 %","6885"
"2015","Eugenio Suarez","Reds","97","372","398","104","70","19","2","13","42","48","17","0","94","3","2","4","7","4","1",".280","4.3 %","23.6 %","0.18",".315",".446",".761",".167",".341","50","4.8",".328","4.0","106","0.2","-1.2","0.0","116","54","97","90","28.9 %","60.2 %","10.9 %","26.4 %","33.1 %","40.5 %","12.1 %","12552"
"2015","Zack Cozart","Reds","53","194","214","50","30","10","1","9","28","28","14","1","29","2","3","1","4","3","3",".258","6.5 %","13.6 %","0.48",".310",".459",".769",".201",".258","27","2.5",".328","4.2","106","-0.7","1.2","0.0","127","82","90","85","25.4 %","56.2 %","18.3 %","22.5 %","29.6 %","47.9 %","12.9 %","2616"
"2016","Luis Sardinas","Padres","34","108","120","31","22","6","1","2","13","13","11","3","23","0","0","1","0","3","1",".287","9.2 %","19.2 %","0.48",".353",".417",".770",".130",".349","15","0.9",".327","5.2","104","0.1","0.1","0.7","83","106","100","113","26.7 %","54.7 %","18.6 %","24.4 %","31.4 %","44.2 %","8.3 %","13153"
"2016","Brandon Crawford","Giants","155","553","623","152","101","28","11","12","67","84","57","10","115","4","9","0","13","7","0",".275","9.1 %","18.5 %","0.50",".342",".430",".772",".156",".322","78","4.4",".327","5.9","104","1.1","1.0","1.5","106","106","101","95","35.2 %","48.4 %","16.4 %","24.4 %","38.1 %","37.4 %","7.5 %","5343"
"2019","Jon Berti","Marlins","73","256","287","70","49","14","1","6","52","24","24","0","73","6","1","0","2","17","3",".273","8.4 %","25.4 %","0.33",".348",".406",".755",".133",".360","38","1.6",".326","7.1","104","1.9","3.6","0.9","59","94","121","124","36.4 %","44.0 %","19.6 %","28.8 %","36.4 %","34.8 %","15.8 %","12037"
"2018","Yairo Munoz","Cardinals","108","293","329","81","57","16","0","8","39","42","30","7","71","4","2","0","3","5","6",".276","9.1 %","21.6 %","0.42",".350",".413",".763",".137",".338","42","3.1",".326","2.8","107","-1.6","-1.2","0.9","67","102","103","125","37.1 %","47.8 %","15.2 %","25.9 %","36.2 %","38.0 %","15.4 %","16313"
"2014","Zach Walters","Nationals","32","39","43","8","4","1","0","3","7","5","4","0","16","0","0","0","0","0","0",".205","9.3 %","37.2 %","0.25",".279",".462",".741",".256",".250","5","0.5",".326","2.3","106","0.0","-0.1","0.2","115","119","124","78","26.1 %","56.5 %","17.4 %","21.7 %","30.4 %","47.8 %","33.3 %","10622"
"2017","Javier Baez","Cubs","145","469","508","128","79","24","2","23","75","75","30","15","144","1","2","6","10","10","3",".273","5.9 %","28.3 %","0.21",".317",".480",".796",".207",".345","64","2.0",".326","5.3","98","0.5","2.8","0.5","102","66","75","110","32.4 %","46.3 %","21.3 %","21.9 %","38.1 %","39.9 %","19.7 %","12979"
"2016","Wilmer Difo","Nationals","31","58","66","16","12","3","0","1","14","7","8","1","12","0","0","0","0","3","0",".276","12.1 %","18.2 %","0.67",".364",".379",".743",".103",".333","8","0.4",".325","6.3","98","0.6","0.0","0.3","64","140","92","131","28.3 %","54.4 %","17.4 %","26.1 %","41.3 %","32.6 %","10.0 %","14320"
"2018","Corey Seager","Dodgers","26","101","115","27","19","5","1","2","13","13","11","1","17","2","1","0","2","0","0",".267","9.6 %","14.8 %","0.65",".348",".396",".744",".129",".301","14","0.9",".324","2.9","106","-0.1","0.0","-0.2","78","107","129","103","35.3 %","48.2 %","16.5 %","27.1 %","36.5 %","36.5 %","8.7 %","13624"
"2017","Trevor Story","Rockies","145","503","555","120","61","32","3","24","68","82","49","4","191","2","1","0","12","7","2",".239","8.8 %","34.4 %","0.26",".308",".457",".765",".219",".332","68","0.8",".323","4.7","82","0.3","0.8","-0.1","136","98","90","76","40.3 %","45.4 %","14.4 %","24.3 %","37.4 %","38.3 %","16.2 %","12564"
"2015","Jhonny Peralta","Cardinals","155","579","640","159","115","26","1","17","64","71","50","6","111","5","6","0","23","1","4",".275","7.8 %","17.3 %","0.45",".334",".411",".745",".136",".311","77","4.8",".323","1.8","105","-1.7","-3.6","-1.6","94","98","115","97","32.5 %","54.0 %","13.5 %","22.6 %","34.8 %","42.6 %","11.5 %","1738"
"2014","Andres Blanco","Phillies","25","47","53","13","7","5","0","1","4","3","2","1","6","0","0","4","4","0","0",".277","3.8 %","11.3 %","0.33",".306",".447",".753",".170",".300","6","0.5",".322","0.9","105","0.0","-1.0","-0.5","79","48","128","103","26.7 %","66.7 %","6.7 %","13.3 %","48.9 %","37.8 %","9.1 %","1907"
"2014","Josh Rutledge","Rockies","105","309","342","83","56","16","7","4","44","33","20","0","83","6","2","5","6","2","3",".269","5.8 %","24.3 %","0.24",".323",".405",".728",".136",".353","40","3.2",".322","5.4","87","-1.0","0.7","0.1","99","75","96","102","30.9 %","54.1 %","15.0 %","24.0 %","40.3 %","35.6 %","5.2 %","11167"
"2019","Paul DeJong","Cardinals","159","583","664","136","74","31","1","30","97","78","62","1","149","13","6","0","15","9","5",".233","9.3 %","22.4 %","0.42",".318",".444",".762",".211",".259","85","1.0",".322","4.3","100","-0.7","3.2","-0.2","125","105","83","88","41.6 %","39.3 %","19.1 %","19.3 %","33.2 %","47.5 %","15.4 %","18015"
"2018","Paul DeJong","Cardinals","115","436","490","105","60","25","1","19","68","68","36","2","123","12","5","0","6","1","1",".241","7.3 %","25.1 %","0.29",".313",".433",".746",".193",".288","60","2.4",".321","3.1","103","-0.5","1.5","1.7","126","82","111","73","38.7 %","42.8 %","18.6 %","26.1 %","28.3 %","45.6 %","13.6 %","18015"
"2014","Jimmy Rollins","Phillies","138","538","609","131","88","22","4","17","78","55","64","2","100","1","3","3","6","28","6",".243","10.5 %","16.4 %","0.64",".323",".394",".717",".151",".269","70","4.4",".319","6.2","103","2.8","0.8","1.8","118","134","92","90","26.1 %","54.3 %","19.6 %","15.3 %","30.2 %","54.5 %","9.6 %","971"
"2018","Jose Peraza","Reds","157","632","683","182","133","31","4","14","85","58","29","4","75","9","5","8","12","23","6",".288","4.2 %","11.0 %","0.39",".326",".416",".742",".128",".307","82","2.4",".319","5.7","96","1.8","1.9","0.1","109","47","117","84","29.5 %","51.8 %","18.8 %","28.8 %","36.0 %","35.3 %","6.8 %","13593"
"2017","Ketel Marte","Diamondbacks","73","223","255","58","40","11","2","5","30","18","29","3","37","1","2","0","3","3","1",".260","11.4 %","14.5 %","0.78",".345",".395",".740",".135",".290","31","-0.4",".319","4.7","89","0.0","0.5","0.6","97","126","101","102","28.2 %","54.3 %","17.6 %","25.5 %","39.4 %","35.1 %","7.9 %","13613"
"2017","Miguel Rojas","Marlins","90","272","306","79","60","16","2","1","37","26","27","5","32","4","2","1","6","2","1",".290","8.8 %","10.5 %","0.84",".361",".375",".736",".085",".324","37","-0.6",".318","4.1","98","-0.2","0.5","-0.4","75","98","123","109","20.2 %","52.3 %","27.6 %","32.9 %","38.7 %","28.4 %","1.6 %","7802"
"2019","Amed Rosario","Mets","157","616","655","177","125","30","7","15","75","72","31","2","124","3","3","2","13","19","10",".287","4.7 %","18.9 %","0.25",".323",".432",".755",".144",".338","82","-0.9",".318","5.6","100","-0.9","1.7","0.5","83","53","103","113","33.4 %","52.1 %","14.5 %","26.0 %","43.7 %","30.4 %","10.3 %","15518"
"2015","Greg Garcia","Cardinals","49","75","87","18","11","5","0","2","7","4","10","1","12","1","0","1","2","0","0",".240","11.5 %","13.8 %","0.83",".337",".387",".724",".147",".262","10","0.3",".318","0.7","102","0.0","0.0","0.1","76","145","86","124","28.1 %","54.7 %","17.2 %","28.1 %","40.6 %","31.3 %","13.3 %","10951"
"2019","Dansby Swanson","Braves","127","483","545","121","75","26","3","17","77","65","51","2","124","5","5","1","7","10","5",".251","9.4 %","22.8 %","0.41",".325",".422",".748",".172",".300","67","-1.3",".317","5.3","92","-0.5","2.9","1.5","105","106","119","87","42.5 %","45.2 %","12.3 %","26.3 %","32.1 %","41.6 %","12.6 %","18314"
"2016","Addison Russell","Cubs","151","525","598","125","76","25","3","21","67","95","55","6","135","12","6","0","11","5","1",".238","9.2 %","22.6 %","0.41",".321",".417",".738",".179",".277","70","-0.8",".316","4.3","95","0.3","-0.4","1.2","110","106","100","92","29.3 %","47.0 %","23.7 %","21.7 %","34.1 %","44.2 %","14.2 %","14106"
"2019","Jean Segura","Phillies","144","576","618","161","108","37","4","12","79","60","30","1","73","8","3","1","11","10","2",".280","4.9 %","11.8 %","0.41",".323",".420",".743",".141",".302","75","-2.6",".315","5.4","92","0.8","4.6","0.3","77","55","97","121","33.1 %","46.2 %","20.7 %","25.6 %","39.8 %","34.5 %","8.8 %","5933"
"2019","Nick Ahmed","Diamondbacks","158","556","625","141","83","33","6","19","79","82","52","2","113","4","12","1","15","8","2",".254","8.3 %","18.1 %","0.46",".316",".437",".753",".183",".280","76","-2.8",".315","5.5","92","0.4","2.4","-0.6","90","94","92","113","37.7 %","45.6 %","16.7 %","24.1 %","39.0 %","36.8 %","13.2 %","12147"
"2014","Cliff Pennington","Diamondbacks","68","177","201","45","35","5","3","2","21","10","20","0","36","3","0","1","1","6","1",".254","10.0 %","17.9 %","0.56",".340",".350",".690",".096",".309","22","0.6",".314","6.5","94","0.6","1.3","1.1","110","127","99","93","23.9 %","55.6 %","20.4 %","29.6 %","34.5 %","35.9 %","3.8 %","3395"
"2018","J.P. Crawford","Phillies","49","117","138","25","13","6","3","3","17","12","13","0","37","5","0","2","2","2","0",".214","9.4 %","26.8 %","0.35",".319",".393",".712",".179",".286","16","-0.1",".313","7.1","95","0.3","0.5","-0.1","112","105","104","88","25.6 %","51.2 %","23.2 %","23.2 %","32.9 %","43.9 %","9.7 %","15491"
"2017","Chris Owings","Diamondbacks","97","362","386","97","59","25","1","12","41","51","17","0","87","1","4","2","3","12","2",".268","4.4 %","22.5 %","0.20",".299",".442",".741",".174",".318","45","-2.4",".313","4.9","85","1.4","-0.7","1.3","101","49","106","96","31.7 %","52.3 %","16.0 %","28.1 %","32.7 %","39.2 %","12.2 %","10030"
"2019","Mauricio Dubon","- - -","30","106","111","29","20","5","0","4","12","9","5","0","20","0","0","0","3","3","1",".274","4.5 %","18.0 %","0.25",".306",".434",".740",".160",".305","13","-0.7",".312","3.8","95","0.1","0.3","-0.1","72","51","123","111","31.4 %","51.2 %","17.4 %","26.7 %","31.4 %","41.9 %","18.2 %","16530"
"2017","Jose Reyes","Mets","145","501","561","123","76","25","7","15","75","58","50","1","79","2","3","5","3","24","6",".246","8.9 %","14.1 %","0.63",".315",".413",".728",".168",".263","64","-4.0",".312","7.2","95","1.9","1.3","2.2","122","99","96","84","26.7 %","47.2 %","26.1 %","22.3 %","36.1 %","41.6 %","8.2 %","1736"
"2016","Zack Cozart","Reds","121","464","508","117","71","28","2","16","67","50","37","3","84","2","4","1","9","4","1",".252","7.3 %","16.5 %","0.44",".308",".425",".732",".172",".274","57","-2.4",".312","4.2","90","0.2","0.3","-1.0","117","84","97","88","31.2 %","49.6 %","19.2 %","18.4 %","34.8 %","46.8 %","10.5 %","2616"
"2019","Adeiny Hechavarria","- - -","84","203","221","49","27","12","1","9","34","33","14","0","48","3","1","0","3","3","1",".241","6.3 %","21.7 %","0.29",".299",".443",".742",".202",".272","26","-1.6",".312","5.5","93","0.1","0.2","0.4","107","72","68","110","39.1 %","44.9 %","16.0 %","23.7 %","35.3 %","41.0 %","15.3 %","10459"
"2016","Chris Owings","Diamondbacks","119","437","466","121","81","24","11","5","52","49","20","4","87","5","2","2","8","21","2",".277","4.3 %","18.7 %","0.23",".315",".416",".731",".140",".334","52","-2.8",".311","7.8","86","3.2","-1.0","0.5","80","50","109","111","29.9 %","52.3 %","17.8 %","28.3 %","39.8 %","31.9 %","5.3 %","10030"
"2014","Chris Owings","Diamondbacks","91","310","332","81","54","15","6","6","34","26","16","0","67","2","2","2","4","8","1",".261","4.8 %","20.2 %","0.24",".300",".406",".706",".145",".314","36","0.1",".311","6.8","91","1.0","-0.9","0.9","92","62","114","100","26.7 %","54.3 %","19.0 %","27.9 %","38.9 %","33.2 %","7.9 %","10030"
"2014","Brandon Crawford","Giants","153","491","564","121","81","20","10","10","54","69","59","10","129","2","10","2","4","5","3",".246","10.5 %","22.9 %","0.46",".324",".389",".713",".143",".307","60","-0.3",".309","5.0","101","-0.6","0.5","2.0","123","134","96","84","28.6 %","57.2 %","14.2 %","25.9 %","35.3 %","38.8 %","6.5 %","5343"
"2017","Orlando Arcia","Brewers","153","506","548","140","106","17","2","15","56","53","36","9","100","1","3","2","10","14","7",".277","6.6 %","18.2 %","0.36",".324",".407",".731",".130",".317","61","-5.4",".309","4.1","86","-0.5","1.5","-0.5","81","73","97","117","30.2 %","47.0 %","22.9 %","25.1 %","40.4 %","34.6 %","12.9 %","13185"
"2017","Jordy Mercer","Pirates","145","502","558","128","85","24","5","14","52","58","51","13","88","3","2","0","16","0","4",".255","9.1 %","15.8 %","0.58",".326",".406",".733",".151",".284","62","-5.9",".308","2.9","88","-2.0","2.0","-0.9","88","102","101","109","31.0 %","50.0 %","19.0 %","20.9 %","39.2 %","39.9 %","10.9 %","6547"
"2014","Ramon Santiago","Reds","75","179","214","44","34","8","0","2","20","17","24","0","38","3","1","7","1","2","1",".246","11.2 %","17.8 %","0.63",".343",".324",".667",".078",".300","23","-0.5",".307","2.7","92","-0.2","-1.6","1.2","98","143","118","93","17.5 %","57.7 %","24.8 %","20.1 %","33.6 %","46.3 %","4.3 %","1417"
"2019","Jose Iglesias","Reds","146","504","530","145","110","21","3","11","62","59","20","3","70","3","2","1","17","6","6",".288","3.8 %","13.2 %","0.29",".318",".407",".724",".119",".315","60","-6.3",".306","3.9","84","-1.7","1.7","-1.9","68","43","109","122","30.7 %","49.7 %","19.7 %","25.2 %","36.6 %","38.2 %","10.5 %","10231"
"2018","Brandon Crawford","Giants","151","531","594","135","91","28","2","14","63","54","50","13","122","8","5","0","12","4","5",".254","8.4 %","20.5 %","0.41",".325",".394",".719",".139",".303","65","-4.2",".306","3.0","94","-1.6","0.2","0.6","88","94","117","101","36.2 %","45.2 %","18.6 %","29.0 %","37.9 %","33.1 %","11.0 %","5343"
"2019","Nico Hoerner","Cubs","20","78","82","22","17","1","1","3","13","17","3","1","11","0","1","0","3","0","0",".282","3.7 %","13.4 %","0.27",".305",".436",".741",".154",".292","9","-1.0",".305","4.1","86","0.0","0.5","-0.1","62","41","115","124","26.5 %","48.5 %","25.0 %","17.7 %","41.2 %","41.2 %","20.0 %","21479"
"2019","Miguel Rojas","Marlins","132","483","526","137","102","29","1","5","52","46","32","2","62","5","5","1","15","9","5",".284","6.1 %","11.8 %","0.52",".331",".379",".710",".095",".314","59","-6.8",".305","3.7","90","-0.7","-0.3","-1.9","83","69","109","109","35.6 %","50.1 %","14.3 %","29.3 %","39.3 %","31.4 %","4.0 %","7802"
"2017","Addison Russell","Cubs","110","352","385","84","48","21","3","12","52","43","29","5","91","4","0","0","5","2","1",".239","7.5 %","23.6 %","0.32",".304",".418",".722",".179",".289","42","-5.2",".305","4.7","85","-0.2","0.1","1.1","104","84","112","91","32.2 %","54.0 %","13.8 %","25.3 %","33.7 %","41.0 %","12.5 %","14106"
"2018","Tyler Saladino","Brewers","52","118","130","29","21","3","0","5","11","16","9","0","38","1","1","1","3","2","2",".246","6.9 %","29.2 %","0.24",".302",".398",".701",".153",".316","14","-1.1",".305","2.2","88","-0.5","0.5","-0.2","122","77","114","75","40.2 %","51.2 %","8.5 %","18.3 %","37.8 %","43.9 %","14.7 %","10807"
"2015","Addison Russell","Cubs","142","475","523","115","72","29","1","13","60","54","42","2","149","3","2","1","8","4","3",".242","8.0 %","28.5 %","0.28",".307",".389",".696",".147",".324","55","-4.0",".304","3.3","90","-0.6","0.4","0.5","123","101","85","90","27.1 %","52.6 %","20.4 %","24.6 %","32.8 %","42.6 %","9.8 %","14106"
"2019","Abiatal Avelino","Giants","4","7","8","2","2","0","0","0","0","1","1","0","3","0","0","0","0","0","0",".286","12.5 %","37.5 %","0.33",".375",".286",".661",".000",".500","1","-0.1",".304","0.1","89","0.0","-1.1","0.0","0","141","115","175","0.0 %","75.0 %","25.0 %","25.0 %","50.0 %","25.0 %","0.0 %","15496"
"2015","Wilmer Flores","Mets","137","483","510","127","89","22","0","16","55","59","19","2","63","4","2","2","12","0","1",".263","3.7 %","12.4 %","0.30",".295",".408",".703",".145",".273","53","-3.9",".304","1.6","95","-0.6","1.4","-0.8","112","47","99","92","28.8 %","49.5 %","21.7 %","27.6 %","33.5 %","38.9 %","10.3 %","5827"
"2016","Jordy Mercer","Pirates","149","519","584","133","97","22","3","11","66","59","51","8","83","5","2","7","11","1","1",".256","8.7 %","14.2 %","0.61",".328",".374",".701",".118",".286","62","-7.0",".304","3.0","88","-0.5","2.7","1.2","93","101","93","109","25.2 %","56.9 %","18.0 %","29.4 %","36.6 %","33.9 %","7.9 %","6547"
"2015","Ruben Tejada","Mets","116","360","407","94","68","23","0","3","36","28","38","5","70","5","2","2","6","2","1",".261","9.3 %","17.2 %","0.54",".338",".350",".688",".089",".315","43","-3.3",".303","2.2","94","-0.2","0.2","0.2","98","117","128","88","26.5 %","56.1 %","17.4 %","32.0 %","33.7 %","34.4 %","3.2 %","5519"
"2015","Miguel Rojas","Marlins","60","142","157","40","31","7","1","1","13","17","11","1","16","0","2","2","4","0","1",".282","7.0 %","10.2 %","0.69",".329",".366",".695",".085",".307","16","-1.3",".303","2.7","92","-0.5","0.7","-0.4","63","88","112","121","23.1 %","56.2 %","20.8 %","32.3 %","40.8 %","26.9 %","3.8 %","7802"
"2017","J.P. Crawford","Phillies","23","70","87","15","10","4","1","0","8","6","16","0","22","0","1","0","1","1","0",".214","18.4 %","25.3 %","0.73",".356",".300",".656",".086",".306","9","-1.3",".303","5.5","83","0.1","-0.2","0.1","122","204","129","69","14.3 %","61.2 %","24.5 %","40.8 %","30.6 %","28.6 %","0.0 %","15491"
"2017","Dusty Coleman","Padres","27","66","71","15","8","3","0","4","6","9","2","0","33","2","1","0","1","1","0",".227","2.8 %","46.5 %","0.06",".268",".455",".722",".227",".367","8","-1.1",".302","3.2","85","0.2","0.1","0.2","112","31","148","68","50.0 %","32.4 %","17.7 %","14.7 %","52.9 %","32.4 %","30.8 %","8979"
"2017","Brandon Crawford","Giants","144","518","570","131","82","34","1","14","58","77","42","3","113","1","9","0","18","3","5",".253","7.4 %","19.8 %","0.37",".305",".403",".709",".151",".293","60","-9.5",".301","2.5","86","-1.8","0.6","-0.4","98","82","94","105","32.6 %","48.1 %","19.3 %","28.0 %","33.1 %","38.9 %","9.9 %","5343"
"2017","Nick Ahmed","Diamondbacks","53","167","178","42","27","8","1","6","24","21","10","3","39","1","0","0","6","3","4",".251","5.6 %","21.9 %","0.26",".298",".419",".717",".168",".295","19","-3.1",".300","4.8","76","-1.2","1.1","-0.6","91","62","99","108","32.0 %","46.9 %","21.1 %","21.9 %","35.9 %","42.2 %","14.6 %","12147"
"2018","Nick Ahmed","Diamondbacks","153","516","564","121","67","33","5","16","61","70","40","2","109","2","5","1","15","5","4",".234","7.1 %","19.3 %","0.37",".290",".411",".700",".176",".265","59","-6.9",".300","4.4","85","-0.9","0.9","-1.1","100","79","112","94","39.2 %","43.6 %","17.2 %","24.7 %","36.3 %","39.0 %","11.3 %","12147"
"2018","Pedro Florimon","Phillies","50","71","76","16","7","6","1","2","13","5","5","0","30","0","0","0","0","1","2",".225","6.6 %","39.5 %","0.17",".276",".423",".699",".197",".359","8","-1.0",".299","6.8","85","-0.6","0.2","0.6","98","73","145","79","29.3 %","51.2 %","19.5 %","26.8 %","34.2 %","39.0 %","14.3 %","8385"
"2019","Luis Guillorme","Mets","45","61","70","15","10","4","0","1","8","3","7","0","14","0","0","2","2","0","0",".246","10.0 %","20.0 %","0.50",".324",".361",".684",".115",".304","8","-1.3",".299","1.6","87","0.0","0.2","0.0","110","113","90","96","28.6 %","59.2 %","12.2 %","32.7 %","30.6 %","36.7 %","5.6 %","16451"
"2014","Jordy Mercer","Pirates","149","506","555","129","88","27","2","12","56","55","35","12","89","4","5","5","14","4","1",".255","6.3 %","16.0 %","0.39",".305",".387",".693",".132",".285","55","-4.8",".299","3.6","91","0.0","0.8","-1.1","95","81","96","106","25.3 %","53.9 %","20.8 %","24.1 %","34.0 %","41.9 %","8.9 %","6547"
"2017","Freddy Galvis","Phillies","162","608","663","155","108","29","6","12","71","61","45","2","111","4","4","2","12","14","5",".255","6.8 %","16.7 %","0.41",".309",".382",".690",".127",".292","68","-13.0",".298","5.3","79","0.3","-0.4","1.0","111","75","117","83","25.5 %","56.5 %","18.1 %","31.0 %","32.4 %","36.6 %","6.3 %","6609"
"2015","Adeiny Hechavarria","Marlins","130","470","499","132","104","17","6","5","54","48","23","4","78","2","4","0","18","7","2",".281","4.6 %","15.6 %","0.29",".315",".374",".689",".094",".325","50","-6.2",".298","5.3","89","0.4","0.5","-1.9","87","58","95","112","24.8 %","55.3 %","20.0 %","31.1 %","38.6 %","30.3 %","4.5 %","10459"
"2014","Daniel Descalso","Cardinals","104","161","184","39","28","11","0","0","20","10","20","0","33","2","0","1","2","1","3",".242","10.9 %","17.9 %","0.61",".333",".311",".644",".068",".305","18","-1.9",".297","2.5","88","-1.1","0.2","0.1","115","139","82","97","20.9 %","54.3 %","24.8 %","27.9 %","35.7 %","36.4 %","0.0 %","8392"
"2016","Ehire Adrianza","Giants","40","63","71","16","12","2","0","2","3","7","2","0","13","2","0","4","0","0","1",".254","2.8 %","18.3 %","0.15",".299",".381",".679",".127",".292","7","-1.3",".297","1.0","84","-0.4","-0.9","0.3","114","33","96","91","20.4 %","51.9 %","27.8 %","24.1 %","22.2 %","53.7 %","10.5 %","8418"
"2019","Addison Russell","Cubs","82","215","241","51","37","4","1","9","25","23","20","2","58","3","2","1","7","2","0",".237","8.3 %","24.1 %","0.34",".308",".391",".699",".153",".280","26","-4.8",".297","4.0","81","0.3","1.0","-0.7","98","94","79","112","31.3 %","48.8 %","20.0 %","28.8 %","31.9 %","39.4 %","16.4 %","14106"
"2018","Jordy Mercer","Pirates","117","394","436","99","62","29","2","6","43","39","32","9","87","6","3","1","12","2","0",".251","7.3 %","20.0 %","0.37",".315",".381",".696",".129",".306","44","-6.5",".296","3.7","85","0.2","-0.3","-0.9","98","82","125","89","29.9 %","53.1 %","17.0 %","19.6 %","35.1 %","45.3 %","5.7 %","6547"
"2015","Ian Desmond","Nationals","156","583","641","136","88","27","2","19","69","62","45","0","187","3","4","6","9","13","5",".233","7.0 %","29.2 %","0.24",".290",".384",".674",".151",".307","62","-9.6",".294","4.5","83","0.4","3.3","1.8","94","88","73","117","28.1 %","51.0 %","20.9 %","29.3 %","36.0 %","34.7 %","15.4 %","6885"
"2018","Freddy Galvis","Padres","162","602","656","149","100","31","5","13","62","67","45","2","147","2","6","1","8","8","6",".248","6.9 %","22.4 %","0.31",".299",".380",".680",".133",".304","66","-11.1",".294","4.3","85","-1.2","-0.3","1.6","105","76","101","96","40.3 %","46.8 %","13.0 %","24.0 %","37.9 %","38.1 %","7.9 %","6609"
"2019","Luis Urias","Padres","71","215","249","48","35","8","1","4","27","24","25","0","56","9","0","0","8","0","1",".223","10.0 %","22.5 %","0.45",".329",".326",".655",".102",".284","26","-5.6",".294","2.9","81","-0.6","-0.3","-1.1","86","113","94","114","36.5 %","50.3 %","13.2 %","29.6 %","35.9 %","34.6 %","8.3 %","16622"
"2016","Danny Espinosa","Nationals","157","516","601","108","69","15","0","24","66","72","54","12","174","20","4","7","4","9","2",".209","9.0 %","29.0 %","0.31",".306",".378",".684",".169",".261","59","-12.0",".294","3.7","78","0.7","1.0","3.2","126","104","86","87","33.4 %","48.4 %","18.1 %","17.6 %","29.8 %","52.7 %","17.1 %","9219"
"2017","Wilmer Difo","Nationals","124","332","365","90","71","10","4","5","47","21","24","6","74","1","3","5","7","10","1",".271","6.6 %","20.3 %","0.32",".319",".370",".690",".099",".332","36","-8.5",".293","6.9","75","1.3","2.1","0.0","70","73","119","115","22.9 %","54.9 %","22.2 %","24.8 %","35.3 %","39.9 %","7.9 %","14320"
"2018","Dansby Swanson","Braves","136","478","533","114","71","25","4","14","51","59","44","15","122","2","3","6","5","10","4",".238","8.3 %","22.9 %","0.36",".304",".395",".699",".157",".290","53","-9.6",".293","4.9","80","0.1","1.8","1.2","108","92","91","98","35.6 %","46.6 %","17.8 %","25.5 %","31.8 %","42.7 %","10.4 %","18314"
"2014","Ruben Tejada","Mets","119","355","419","84","68","11","0","5","30","34","50","11","73","8","2","4","8","1","2",".237","11.9 %","17.4 %","0.68",".342",".310",".652",".073",".283","39","-5.7",".292","1.2","88","-1.0","-2.1","0.0","103","152","116","90","23.6 %","56.6 %","19.8 %","26.0 %","34.0 %","39.9 %","5.0 %","5519"
"2016","Matt Reynolds","Mets","47","89","96","20","9","8","0","3","11","13","4","0","34","1","0","2","2","0","1",".225","4.2 %","35.4 %","0.12",".266",".416",".682",".191",".327","9","-2.1",".291","2.7","84","-0.4","0.3","0.1","64","48","111","122","29.8 %","47.4 %","22.8 %","26.3 %","35.1 %","38.6 %","25.0 %","13788"
"2014","Wilmer Flores","Mets","78","259","274","65","45","13","1","6","28","29","12","2","31","1","1","1","6","1","0",".251","4.4 %","11.3 %","0.39",".286",".378",".664",".127",".265","25","-4.0",".291","3.4","87","0.0","-0.2","0.3","118","56","96","89","27.8 %","53.5 %","18.7 %","25.7 %","29.1 %","45.2 %","6.5 %","5827"
